pl_name,hostname,sys_name,discoverymethod,disc_year,pl_rade,pl_bmasse,sy_dist,disc_facility
HD 160691 d,HD 160691,HD 160691,Radial Velocity,2004,3.17,10.17,15.5981,La Silla Observatory
HD 160691 e,HD 160691,HD 160691,Radial Velocity,2006,,2224.79885,15.5981,La Silla Observatory
HD 164922 b,HD 164922,HD 164922,Radial Velocity,2005,13.3,116,22.0016,W. M. Keck Observatory
HD 164922 c,HD 164922,HD 164922,Radial Velocity,2016,3.66,13,22.0016,Multiple Observatories
HD 164922 d,HD 164922,HD 164922,Radial Velocity,2020,1.83,4,22.0016,Roque de los Muchachos Observatory
HD 164922 e,HD 164922,HD 164922,Radial Velocity,2021,3.23,10.52012,22.0016,Multiple Observatories
HD 20794 b,HD 20794,HD 20794,Radial Velocity,2011,1.45,2.7,6.00278,La Silla Observatory
HD 20794 c,HD 20794,HD 20794,Radial Velocity,2011,1.35,2.4,6.00278,La Silla Observatory
HD 20794 d,HD 20794,HD 20794,Radial Velocity,2011,2.04,4.8,6.00278,La Silla Observatory
HD 20794 e,HD 20794,HD 20794,Radial Velocity,2017,2.03,4.77,6.00278,La Silla Observatory
HD 215152 b,HD 215152,HD 215152,Radial Velocity,2018,1.19,1.819,21.5974,La Silla Observatory
HD 215152 c,HD 215152,HD 215152,Radial Velocity,2018,1.17,1.72,21.5974,La Silla Observatory
HD 215152 d,HD 215152,HD 215152,Radial Velocity,2018,1.48,2.801,21.5974,La Silla Observatory
HD 215152 e,HD 215152,HD 215152,Radial Velocity,2018,1.51,2.877,21.5974,La Silla Observatory
HD 3167 b,HD 3167,HD 3167,Transit,2016,1.627,4.73,47.2899,K2
HD 3167 c,HD 3167,HD 3167,Transit,2016,2.923,10.67,47.2899,K2
HD 3167 d,HD 3167,HD 3167,Radial Velocity,2017,2.09,5.03,47.2899,Multiple Observatories
HD 3167 e,HD 3167,HD 3167,Radial Velocity,2022,3.09,9.74,47.2899,CHaracterising ExOPlanets Satellite (CHEOPS)
HR 8799 b,HR 8799,HR 8799,Imaging,2008,13,2000,41.2441,Gemini Observatory
HR 8799 c,HR 8799,HR 8799,Imaging,2008,13,3000,41.2441,Gemini Observatory
HR 8799 d,HR 8799,HR 8799,Imaging,2008,13,3000,41.2441,W. M. Keck Observatory
HR 8799 e,HR 8799,HR 8799,Imaging,2010,13.115,3178.3,41.2441,W. M. Keck Observatory
K2-133 b,K2-133,K2-133,Transit,2017,1.34,2.36,75.1703,K2
K2-133 c,K2-133,K2-133,Transit,2017,1.603,3.2,75.1703,K2
K2-133 d,K2-133,K2-133,Transit,2017,2.003,4.67,75.1703,K2
K2-133 e,K2-133,K2-133,Transit,2019,1.73,3.64,75.1703,K2
K2-187 b,K2-187,K2-187,Transit,2018,1.2,1.87,330.916,K2
K2-187 c,K2-187,K2-187,Transit,2018,1.4,2.54,330.916,K2
K2-187 d,K2-187,K2-187,Transit,2018,2.4,6.35,330.916,K2
K2-187 e,K2-187,K2-187,Transit,2018,1.9,4.27,330.916,K2
K2-285 b,K2-285,K2-285,Transit,2018,2.59,9.68,154.961,K2
K2-285 c,K2-285,K2-285,Transit,2018,3.53,15.68,154.961,K2
K2-285 d,K2-285,K2-285,Transit,2018,2.48,6.5,154.961,K2
K2-285 e,K2-285,K2-285,Transit,2018,1.95,10.7,154.961,K2
K2-72 b,K2-72,K2-72,Transit,2016,1.08,1.28,66.4321,K2
K2-72 c,K2-72,K2-72,Transit,2016,1.16,1.65,66.4321,K2
K2-72 d,K2-72,K2-72,Transit,2016,1.01,1.01,66.4321,K2
K2-72 e,K2-72,K2-72,Transit,2016,1.29,2.21,66.4321,K2
KOI-1831 d,Kepler-324,Kepler-324,Transit,2021,1.13,2.23,501.574,Kepler
Kepler-106 b,Kepler-106,Kepler-106,Transit,2014,0.82,5.3,444.322,Kepler
Kepler-106 c,Kepler-106,Kepler-106,Transit,2014,2.5,10.44,444.322,Kepler
Kepler-106 d,Kepler-106,Kepler-106,Transit,2014,0.95,8.1,444.322,Kepler
Kepler-106 e,Kepler-106,Kepler-106,Transit,2014,2.56,11.17,444.322,Kepler
Kepler-107 b,Kepler-107,Kepler-107,Transit,2014,1.536,3.51,525.997,Kepler
Kepler-107 c,Kepler-107,Kepler-107,Transit,2014,1.597,9.39,525.997,Kepler
Kepler-107 d,Kepler-107,Kepler-107,Transit,2014,0.86,3.8,525.997,Kepler
Kepler-107 e,Kepler-107,Kepler-107,Transit,2014,2.903,8.6,525.997,Kepler
Kepler-138 b,Kepler-138,Kepler-138,Transit,2014,0.64,0.07,66.8624,Kepler
Kepler-138 c,Kepler-138,Kepler-138,Transit,2014,1.51,2.3,66.8624,Kepler
Kepler-138 d,Kepler-138,Kepler-138,Transit,2014,1.51,2.1,66.8624,Kepler
Kepler-138 e,Kepler-138,Kepler-138,Transit Timing Variations,2022,0.797,0.43,66.8624,Multiple Observatories
Kepler-1388 b,Kepler-1388,Kepler-1388,Transit,2016,2.59,7.22,453.795,Kepler
Kepler-1388 c,Kepler-1388,Kepler-1388,Transit,2016,2.26,5.73,453.795,Kepler
Kepler-1388 d,Kepler-1388,Kepler-1388,Transit,2016,2.86,8.55,453.795,Kepler
Kepler-1388 e,Kepler-1388,Kepler-1388,Transit,2016,2.46,6.62,453.795,Kepler
Kepler-1542 b,Kepler-1542,Kepler-1542,Transit,2016,0.76,0.363,399.114,Kepler
Kepler-1542 c,Kepler-1542,Kepler-1542,Transit,2016,0.65,0.208,399.114,Kepler
Kepler-1542 d,Kepler-1542,Kepler-1542,Transit,2016,0.87,0.59,399.114,Kepler
Kepler-1542 e,Kepler-1542,Kepler-1542,Transit,2016,0.76,0.363,399.114,Kepler
Kepler-172 b,Kepler-172,Kepler-172,Transit,2014,2.35,6.12,828.592,Kepler
Kepler-172 c,Kepler-172,Kepler-172,Transit,2014,2.86,8.55,828.592,Kepler
Kepler-172 d,Kepler-172,Kepler-172,Transit,2014,2.25,5.69,828.592,Kepler
Kepler-172 e,Kepler-172,Kepler-172,Transit,2014,2.76,8.05,828.592,Kepler
Kepler-176 b,Kepler-176,Kepler-176,Transit,2014,1.43,2.63,527.321,Kepler
Kepler-176 c,Kepler-176,Kepler-176,Transit,2014,2.6,23,527.321,Kepler
Kepler-176 d,Kepler-176,Kepler-176,Transit,2014,2.51,15.2,527.321,Kepler
Kepler-176 e,Kepler-176,Kepler-176,Transit,2016,1.45,2.7,527.321,Kepler
Kepler-208 b,Kepler-208,Kepler-208,Transit,2014,1.63,3.29,775.328,Kepler
Kepler-208 c,Kepler-208,Kepler-208,Transit,2014,1.39,2.51,775.328,Kepler
Kepler-208 d,Kepler-208,Kepler-208,Transit,2014,1.2,1.87,775.328,Kepler
Kepler-208 e,Kepler-208,Kepler-208,Transit,2014,1.48,2.79,775.328,Kepler
Kepler-215 b,Kepler-215,Kepler-215,Transit,2014,1.62,3.26,485.997,Kepler
Kepler-215 c,Kepler-215,Kepler-215,Transit,2014,1.77,3.78,485.997,Kepler
Kepler-215 d,Kepler-215,Kepler-215,Transit,2014,2.39,23.6,485.997,Kepler
Kepler-215 e,Kepler-215,Kepler-215,Transit,2014,1.75,3.71,485.997,Kepler
Kepler-220 b,Kepler-220,Kepler-220,Transit,2014,0.81,0.457,171.109,Kepler
Kepler-220 c,Kepler-220,Kepler-220,Transit,2014,1.57,3.09,171.109,Kepler
Kepler-220 d,Kepler-220,Kepler-220,Transit,2014,0.98,0.904,171.109,Kepler
Kepler-220 e,Kepler-220,Kepler-220,Transit,2014,1.33,2.33,171.109,Kepler
Kepler-221 b,Kepler-221,Kepler-221,Transit,2014,1.71,3.57,385.231,Kepler
Kepler-221 c,Kepler-221,Kepler-221,Transit,2014,2.93,15.1,385.231,Kepler
Kepler-221 d,Kepler-221,Kepler-221,Transit,2014,2.73,7.9,385.231,Kepler
Kepler-221 e,Kepler-221,Kepler-221,Transit,2014,2.63,7.41,385.231,Kepler
Kepler-223 b,Kepler-223,Kepler-223,Transit,2014,2.99,7.4,1859.71,Kepler
Kepler-223 c,Kepler-223,Kepler-223,Transit,2014,3.44,5.1,1859.71,Kepler
Kepler-223 d,Kepler-223,Kepler-223,Transit,2014,5.24,8,1859.71,Kepler
Kepler-223 e,Kepler-223,Kepler-223,Transit,2014,4.6,4.8,1859.71,Kepler
Kepler-224 b,Kepler-224,Kepler-224,Transit,2014,1.39,2.51,782.088,Kepler
Kepler-224 c,Kepler-224,Kepler-224,Transit,2014,3.12,9.91,782.088,Kepler
Kepler-224 d,Kepler-224,Kepler-224,Transit,2014,2.3,5.9,782.088,Kepler
Kepler-224 e,Kepler-224,Kepler-224,Transit,2014,1.97,4.54,782.088,Kepler
Kepler-235 b,Kepler-235,Kepler-235,Transit,2014,2.23,5.6,428.018,Kepler
Kepler-235 c,Kepler-235,Kepler-235,Transit,2014,1.28,2.18,428.018,Kepler
Kepler-235 d,Kepler-235,Kepler-235,Transit,2014,2.05,4.86,428.018,Kepler
Kepler-235 e,Kepler-235,Kepler-235,Transit,2014,2.22,5.56,428.018,Kepler
Kepler-24 b,Kepler-24,Kepler-24,Transit,2011,2.4,508.5,1156.81,Kepler
Kepler-24 c,Kepler-24,Kepler-24,Transit,2011,2.8,508.5,1156.81,Kepler
Kepler-24 d,Kepler-24,Kepler-24,Transit,2014,1.67,3.43,1156.81,Kepler
Kepler-24 e,Kepler-24,Kepler-24,Transit,2014,2.78,8.15,1156.81,Kepler
Kepler-245 b,Kepler-245,Kepler-245,Transit,2014,2.57,7.13,861.527,Kepler
Kepler-245 c,Kepler-245,Kepler-245,Transit,2014,2.18,225.6,861.527,Kepler
Kepler-245 d,Kepler-245,Kepler-245,Transit,2014,3.03,21.6,861.527,Kepler
Kepler-245 e,Kepler-245,Kepler-245,Transit,2016,1.75,3.71,861.527,Kepler
Kepler-251 b,Kepler-251,Kepler-251,Transit,2014,1.33,2.33,924.625,Kepler
Kepler-251 c,Kepler-251,Kepler-251,Transit,2014,2.77,8.1,924.625,Kepler
Kepler-251 d,Kepler-251,Kepler-251,Transit,2014,2.77,8.1,924.625,Kepler
Kepler-251 e,Kepler-251,Kepler-251,Transit,2014,2.77,8.1,924.625,Kepler
Kepler-256 b,Kepler-256,Kepler-256,Transit,2014,1.59,3.15,1026.43,Kepler
Kepler-256 c,Kepler-256,Kepler-256,Transit,2014,2.15,5.27,1026.43,Kepler
Kepler-256 d,Kepler-256,Kepler-256,Transit,2014,2.48,6.71,1026.43,Kepler
Kepler-256 e,Kepler-256,Kepler-256,Transit,2014,2.35,6.12,1026.43,Kepler
Kepler-26 b,Kepler-26,Kepler-26,Transit,2011,2.78,5.12,335.307,Kepler
Kepler-26 c,Kepler-26,Kepler-26,Transit,2011,2.72,6.2,335.307,Kepler
Kepler-26 d,Kepler-26,Kepler-26,Transit,2014,1.07,1.24,335.307,Kepler
Kepler-26 e,Kepler-26,Kepler-26,Transit,2014,2.41,6.39,335.307,Kepler
Kepler-265 b,Kepler-265,Kepler-265,Transit,2014,1.86,4.12,1280.25,Kepler
Kepler-265 c,Kepler-265,Kepler-265,Transit,2014,2.63,7.41,1280.25,Kepler
Kepler-265 d,Kepler-265,Kepler-265,Transit,2014,2.49,6.76,1280.25,Kepler
Kepler-265 e,Kepler-265,Kepler-265,Transit,2014,2.59,7.22,1280.25,Kepler
Kepler-282 b,Kepler-282,Kepler-282,Transit,2014,1.01,1.01,1337.61,Kepler
Kepler-282 c,Kepler-282,Kepler-282,Transit,2014,1.2,1.87,1337.61,Kepler
Kepler-282 d,Kepler-282,Kepler-282,Transit,2013,2.46,61,1337.61,Kepler
Kepler-282 e,Kepler-282,Kepler-282,Transit,2013,3.1,56.2,1337.61,Kepler
Kepler-286 b,Kepler-286,Kepler-286,Transit,2014,1.24,2.07,1226.85,Kepler
Kepler-286 c,Kepler-286,Kepler-286,Transit,2014,1.37,2.45,1226.85,Kepler
Kepler-286 d,Kepler-286,Kepler-286,Transit,2014,1.33,2.33,1226.85,Kepler
Kepler-286 e,Kepler-286,Kepler-286,Transit,2014,1.77,3.78,1226.85,Kepler
Kepler-299 b,Kepler-299,Kepler-299,Transit,2014,1.32,2.3,1052.24,Kepler
Kepler-299 c,Kepler-299,Kepler-299,Transit,2014,2.65,7.51,1052.24,Kepler
Kepler-299 d,Kepler-299,Kepler-299,Transit,2014,1.86,4.12,1052.24,Kepler
Kepler-299 e,Kepler-299,Kepler-299,Transit,2014,1.87,4.16,1052.24,Kepler
Kepler-304 b,Kepler-304,Kepler-304,Transit,2014,2.86,8.55,434.684,Kepler
Kepler-304 c,Kepler-304,Kepler-304,Transit,2014,2.17,5.35,434.684,Kepler
Kepler-304 d,Kepler-304,Kepler-304,Transit,2014,2.75,8,434.684,Kepler
Kepler-304 e,Kepler-304,Kepler-304,Transit,2016,1.2,1.87,434.684,Kepler
Kepler-305 b,Kepler-305,Kepler-305,Transit,2013,3.6,10.5,868.477,Kepler
Kepler-305 c,Kepler-305,Kepler-305,Transit,2013,3.3,6,868.477,Kepler
Kepler-305 d,Kepler-305,Kepler-305,Transit,2014,2.71,9.1,868.477,Kepler
Kepler-305 e,Kepler-305,Kepler-305,Transit,2020,1.794,3.87,868.477,Kepler
Kepler-306 b,Kepler-306,Kepler-306,Transit,2014,1.52,2.92,775.679,Kepler
Kepler-306 c,Kepler-306,Kepler-306,Transit,2014,2.35,6.12,775.679,Kepler
Kepler-306 d,Kepler-306,Kepler-306,Transit,2014,2.47,6.66,775.679,Kepler
Kepler-306 e,Kepler-306,Kepler-306,Transit,2014,2.27,5.77,775.679,Kepler
Kepler-324 b,Kepler-324,Kepler-324,Transit,2014,1.14,1.55,501.574,Kepler
Kepler-324 c,Kepler-324,Kepler-324,Transit,2014,3.15,10.1,501.574,Kepler
Kepler-324 e,Kepler-324,Kepler-324,Transit,2021,2.039,4.81,501.574,Kepler
Kepler-338 b,Kepler-338,Kepler-338,Transit,2014,2.44,30.6,552.798,Kepler
Kepler-338 c,Kepler-338,Kepler-338,Transit,2014,2.34,6.08,552.798,Kepler
Kepler-338 d,Kepler-338,Kepler-338,Transit,2014,3,9.27,552.798,Kepler
Kepler-338 e,Kepler-338,Kepler-338,Transit Timing Variations,2014,1.56,8.5,552.798,Kepler
Kepler-341 b,Kepler-341,Kepler-341,Transit,2014,1.18,1.76,1047.03,Kepler
Kepler-341 c,Kepler-341,Kepler-341,Transit,2014,1.7,3.53,1047.03,Kepler
Kepler-341 d,Kepler-341,Kepler-341,Transit,2014,1.85,4.08,1047.03,Kepler
Kepler-341 e,Kepler-341,Kepler-341,Transit,2014,1.99,4.62,1047.03,Kepler
Kepler-342 b,Kepler-342,Kepler-342,Transit,2014,2.25,5.69,781.611,Kepler
Kepler-342 c,Kepler-342,Kepler-342,Transit,2014,1.96,4.5,781.611,Kepler
Kepler-342 d,Kepler-342,Kepler-342,Transit,2014,2.49,6.76,781.611,Kepler
Kepler-342 e,Kepler-342,Kepler-342,Transit,2016,0.88,0.615,781.611,Kepler
Kepler-37 b,Kepler-37,Kepler-37,Transit,2013,0.296,3.1783,63.9207,Kepler
Kepler-37 c,Kepler-37,Kepler-37,Transit,2013,0.75,12,63.9207,Kepler
Kepler-37 d,Kepler-37,Kepler-37,Transit,2013,1.94,12.2,63.9207,Kepler
Kepler-37 e,Kepler-37,Kepler-37,Transit Timing Variations,2014,0.37,0.0275,63.9207,Kepler
Kepler-402 b,Kepler-402,Kepler-402,Transit,2014,1.22,1.98,625.339,Kepler
Kepler-402 c,Kepler-402,Kepler-402,Transit,2014,1.56,3.05,625.339,Kepler
Kepler-402 d,Kepler-402,Kepler-402,Transit,2014,1.38,2.48,625.339,Kepler
Kepler-402 e,Kepler-402,Kepler-402,Transit,2014,1.46,2.73,625.339,Kepler
Kepler-48 b,Kepler-48,Kepler-48,Transit,2012,1.88,3.94,306.738,Kepler
Kepler-48 c,Kepler-48,Kepler-48,Transit,2012,2.71,14.61,306.738,Kepler
Kepler-48 d,Kepler-48,Kepler-48,Transit,2014,2.04,7.93,306.738,Kepler
Kepler-48 e,Kepler-48,Kepler-48,Radial Velocity,2014,13.4,657,306.738,W. M. Keck Observatory
Kepler-49 b,Kepler-49,Kepler-49,Transit,2012,2.72,8,311.222,Kepler
Kepler-49 c,Kepler-49,Kepler-49,Transit,2012,2.55,5.9,311.222,Kepler
Kepler-49 d,Kepler-49,Kepler-49,Transit,2014,1.6,3.19,311.222,Kepler
Kepler-49 e,Kepler-49,Kepler-49,Transit,2014,1.56,3.05,311.222,Kepler
Kepler-65 b,Kepler-65,Kepler-65,Transit,2012,1.42,2.4,303.728,Kepler
Kepler-65 c,Kepler-65,Kepler-65,Transit,2012,2.58,5.4,303.728,Kepler
Kepler-65 d,Kepler-65,Kepler-65,Transit,2012,1.52,4.14,303.728,Kepler
Kepler-65 e,Kepler-65,Kepler-65,Radial Velocity,2019,13.9,260,303.728,W. M. Keck Observatory
Kepler-758 b,Kepler-758,Kepler-758,Transit,2016,2.48,6.71,1502.32,Kepler
Kepler-758 c,Kepler-758,Kepler-758,Transit,2016,1.69,3.5,1502.32,Kepler
Kepler-758 d,Kepler-758,Kepler-758,Transit,2016,2.12,5.14,1502.32,Kepler
Kepler-758 e,Kepler-758,Kepler-758,Transit,2016,1.53,2.96,1502.32,Kepler
Kepler-79 b,Kepler-79,Kepler-79,Transit,2012,3.47,10.9,1020.72,Kepler
Kepler-79 c,Kepler-79,Kepler-79,Transit,2012,3.72,5.9,1020.72,Kepler
Kepler-79 d,Kepler-79,Kepler-79,Transit,2014,7.16,6,1020.72,Kepler
Kepler-79 e,Kepler-79,Kepler-79,Transit,2014,3.49,4.1,1020.72,Kepler
Kepler-85 b,Kepler-85,Kepler-85,Transit,2012,1.97,4.54,765.025,Kepler
Kepler-85 c,Kepler-85,Kepler-85,Transit,2012,2.18,20.9,765.025,Kepler
Kepler-85 d,Kepler-85,Kepler-85,Transit,2014,1.2,1.87,765.025,Kepler
Kepler-85 e,Kepler-85,Kepler-85,Transit,2014,1.27,0.6,765.025,Kepler
L 98-59 b,L 98-59,L 98-59,Transit,2019,0.85,0.4,10.6194,Transiting Exoplanet Survey Satellite (TESS)
L 98-59 c,L 98-59,L 98-59,Transit,2019,1.385,2.22,10.6194,Transiting Exoplanet Survey Satellite (TESS)
L 98-59 d,L 98-59,L 98-59,Transit,2019,1.521,1.94,10.6194,Transiting Exoplanet Survey Satellite (TESS)
L 98-59 e,L 98-59,L 98-59,Radial Velocity,2021,1.56,3.06,10.6194,Multiple Observatories
TOI-1246 b,TOI-1246,TOI-1246,Transit,2022,3.01,8.1,169.422,Transiting Exoplanet Survey Satellite (TESS)
TOI-1246 c,TOI-1246,TOI-1246,Transit,2022,2.51,8.8,169.422,Transiting Exoplanet Survey Satellite (TESS)
TOI-1246 d,TOI-1246,TOI-1246,Transit,2022,3.51,5.3,169.422,Transiting Exoplanet Survey Satellite (TESS)
TOI-1246 e,TOI-1246,TOI-1246,Transit,2022,3.78,14.8,169.422,Transiting Exoplanet Survey Satellite (TESS)
TOI-500 b,TOI-500,TOI-500,Transit,2022,1.166,1.42,47.3924,Transiting Exoplanet Survey Satellite (TESS)
TOI-500 c,TOI-500,TOI-500,Radial Velocity,2022,2.09,5.03,47.3924,La Silla Observatory
TOI-500 d,TOI-500,TOI-500,Radial Velocity,2022,6.35,33.12,47.3924,La Silla Observatory
TOI-500 e,TOI-500,TOI-500,Radial Velocity,2022,3.99,15.05,47.3924,La Silla Observatory
TOI-700 b,TOI-700,TOI-700,Transit,2020,0.914,0.704,31.1265,Transiting Exoplanet Survey Satellite (TESS)
TOI-700 c,TOI-700,TOI-700,Transit,2020,2.6,7.27,31.1265,Transiting Exoplanet Survey Satellite (TESS)
TOI-700 d,TOI-700,TOI-700,Transit,2020,1.073,1.25,31.1265,Transiting Exoplanet Survey Satellite (TESS)
TOI-700 e,TOI-700,TOI-700,Transit,2023,0.953,0.818,31.1265,Transiting Exoplanet Survey Satellite (TESS)
V1298 Tau b,V1298 Tau,V1298 Tau,Transit,2019,10.27,74.9,108.199,K2
V1298 Tau c,V1298 Tau,V1298 Tau,Transit,2019,5.59,26.7,108.199,K2
V1298 Tau d,V1298 Tau,V1298 Tau,Transit,2019,6.41,33.6,108.199,K2
V1298 Tau e,V1298 Tau,V1298 Tau,Transit,2019,8.74,57,108.199,K2
WASP-47 b,WASP-47,WASP-47,Transit,2012,12.64,363.6,264.78,SuperWASP
WASP-47 c,WASP-47,WASP-47,Radial Velocity,2015,13.5,500,264.78,La Silla Observatory
WASP-47 d,WASP-47,WASP-47,Transit,2015,3.567,14.2,264.78,K2
WASP-47 e,WASP-47,WASP-47,Transit,2015,1.808,6.77,264.78,K2
tau Cet e,tau Cet,tau Cet,Radial Velocity,2017,1.81,3.93,3.60304,Multiple Observatories
tau Cet f,tau Cet,tau Cet,Radial Velocity,2017,1.81,3.93,3.60304,Multiple Observatories
tau Cet g,tau Cet,tau Cet,Radial Velocity,2017,1.18,1.75,3.60304,Multiple Observatories
tau Cet h,tau Cet,tau Cet,Radial Velocity,2017,1.19,1.83,3.60304,Multiple Observatories
47 UMa b,47 UMa,47 UMa,Radial Velocity,1996,13.2,804.08,13.7967,Lick Observatory
47 UMa c,47 UMa,47 UMa,Radial Velocity,2001,14.2,171.621,13.7967,Lick Observatory
47 UMa d,47 UMa,47 UMa,Radial Velocity,2009,13.5,521.22,13.7967,Lick Observatory
61 Vir b,61 Vir,61 Vir,Radial Velocity,2009,2.11,5.1,8.50332,Multiple Observatories
61 Vir c,61 Vir,61 Vir,Radial Velocity,2009,4.46,18.2,8.50332,Multiple Observatories
61 Vir d,61 Vir,61 Vir,Radial Velocity,2009,5.11,22.9,8.50332,Multiple Observatories
CoRoT-7 b,CoRoT-7,CoRoT-7,Transit,2009,1.681,4.07661,159.906,CoRoT
CoRoT-7 c,CoRoT-7,CoRoT-7,Radial Velocity,2009,2.83,8.4,159.906,CoRoT
CoRoT-7 d,CoRoT-7,CoRoT-7,Radial Velocity,2022,4.31,17.142,159.906,La Silla Observatory
EPIC 201754305 d,K2-16,K2-16,Transit,2019,1.03,1.08,334.967,K2
EPIC 206024342 b,EPIC 206024342,EPIC 206024342,Transit,2019,1.7,3.53,369.888,K2
EPIC 206024342 c,EPIC 206024342,EPIC 206024342,Transit,2021,1.4,2.54,369.888,K2
EPIC 206024342 d,EPIC 206024342,EPIC 206024342,Transit,2021,2.6,7.27,369.888,K2
EPIC 249893012 b,EPIC 249893012,EPIC 249893012,Transit,2020,1.95,8.75,321.296,K2
EPIC 249893012 c,EPIC 249893012,EPIC 249893012,Transit,2020,3.67,14.67,321.296,K2
EPIC 249893012 d,EPIC 249893012,EPIC 249893012,Transit,2020,3.94,10.18,321.296,K2
GJ 1061 b,GJ 1061,GJ 1061,Radial Velocity,2020,1.1,1.37,3.67278,La Silla Observatory
GJ 1061 c,GJ 1061,GJ 1061,Radial Velocity,2020,1.18,1.74,3.67278,La Silla Observatory
GJ 1061 d,GJ 1061,GJ 1061,Radial Velocity,2020,1.16,1.64,3.67278,La Silla Observatory
GJ 163 b,GJ 163,GJ 163,Radial Velocity,2013,3.25,10.6,15.1285,La Silla Observatory
GJ 163 c,GJ 163,GJ 163,Radial Velocity,2013,2.5,6.8,15.1285,La Silla Observatory
GJ 163 d,GJ 163,GJ 163,Radial Velocity,2013,5.92,29.4,15.1285,La Silla Observatory
GJ 180 b,GJ 180,GJ 180,Radial Velocity,2014,2.43,6.49,11.9407,Multiple Observatories
GJ 180 c,GJ 180,GJ 180,Radial Velocity,2014,2.41,6.4,11.9407,Multiple Observatories
GJ 180 d,GJ 180,GJ 180,Radial Velocity,2020,2.66,7.56,11.9407,Multiple Facilities
GJ 3138 b,GJ 3138,GJ 3138,Radial Velocity,2017,1.18,1.78,28.4712,La Silla Observatory
GJ 3138 c,GJ 3138,GJ 3138,Radial Velocity,2017,1.88,4.18,28.4712,La Silla Observatory
GJ 3138 d,GJ 3138,GJ 3138,Radial Velocity,2017,3.23,10.5,28.4712,La Silla Observatory
GJ 357 b,GJ 357,GJ 357,Transit,2019,1.217,1.84,9.44181,Transiting Exoplanet Survey Satellite (TESS)
GJ 357 c,GJ 357,GJ 357,Radial Velocity,2019,1.66,3.4,9.44181,Multiple Observatories
GJ 357 d,GJ 357,GJ 357,Radial Velocity,2019,2.34,6.1,9.44181,Multiple Observatories
GJ 433 b,GJ 433,GJ 433,Radial Velocity,2011,2.33,6.043,9.06456,La Silla Observatory
GJ 433 c,GJ 433,GJ 433,Radial Velocity,2014,6.27,32.422,9.06456,Multiple Observatories
GJ 433 d,GJ 433,GJ 433,Radial Velocity,2020,2.14,5.223,9.06456,Multiple Facilities
GJ 581 b,GJ 581,GJ 581,Radial Velocity,2005,4.11,15.8,6.2981,La Silla Observatory
GJ 581 c,GJ 581,GJ 581,Radial Velocity,2007,2.21,5.5,6.2981,La Silla Observatory
GJ 581 e,GJ 581,GJ 581,Radial Velocity,2009,1.17,1.7,6.2981,La Silla Observatory
GJ 9827 b,GJ 9827,GJ 9827,Transit,2017,1.577,4.91,29.661,K2
GJ 9827 c,GJ 9827,GJ 9827,Transit,2017,1.241,0.84,29.661,K2
GJ 9827 d,GJ 9827,GJ 9827,Transit,2017,2.022,4.04,29.661,K2
HD 11506 b,HD 11506,HD 11506,Radial Velocity,2007,12.8,1716.82279,51.261,W. M. Keck Observatory
HD 11506 c,HD 11506,HD 11506,Radial Velocity,2008,13.3,115.84733,51.261,W. M. Keck Observatory
HD 11506 d,HD 11506,HD 11506,Radial Velocity,2022,12.6,2446.83592,51.261,Multiple Observatories
HD 136352 b,HD 136352,HD 136352,Radial Velocity,2019,1.664,4.72,14.682,La Silla Observatory
HD 136352 c,HD 136352,HD 136352,Radial Velocity,2019,2.916,11.24,14.682,La Silla Observatory
HD 136352 d,HD 136352,HD 136352,Radial Velocity,2019,2.562,8.82,14.682,La Silla Observatory
HD 153557 b,HD 153557,HD 153557,Radial Velocity,2022,4.73,20.05856,17.9412,Multiple Observatories
HD 153557 c,HD 153557,HD 153557,Radial Velocity,2022,4.33,17.30766,17.9412,Multiple Observatories
HD 153557 d,HD 153557,HD 153557,Radial Velocity,2022,11.9,8680.48112,17.9412,Multiple Observatories
HD 181433 b,HD 181433,HD 181433,Radial Velocity,2008,2.4,6.3566,26.8762,La Silla Observatory
HD 181433 c,HD 181433,HD 181433,Radial Velocity,2008,14.1,203,26.8762,La Silla Observatory
HD 181433 d,HD 181433,HD 181433,Radial Velocity,2008,14.2,171,26.8762,La Silla Observatory
HD 184010 b,HD 184010,HD 184010,Radial Velocity,2022,12.1,98.52681,60.7993,Okayama Astrophysical Observatory
HD 184010 c,HD 184010,HD 184010,Radial Velocity,2022,11.8,95.34852,60.7993,Okayama Astrophysical Observatory
HD 184010 d,HD 184010,HD 184010,Radial Velocity,2022,14.3,143.02278,60.7993,Okayama Astrophysical Observatory
HD 204313 b,HD 204313,HD 204313,Radial Velocity,2010,12.9,1553.54852,47.7945,La Silla Observatory
HD 204313 c,HD 204313,HD 204313,Radial Velocity,2015,4.32,17.20043,47.7945,La Silla Observatory
HD 204313 e,HD 204313,HD 204313,Radial Velocity,2022,12.2,4841.00771,47.7945,Multiple Observatories
HD 27894 b,HD 27894,HD 27894,Radial Velocity,2005,14.1,196.85951,43.8214,La Silla Observatory
HD 27894 c,HD 27894,HD 27894,Radial Velocity,2017,8.24,51.48846,43.8214,La Silla Observatory
HD 27894 d,HD 27894,HD 27894,Radial Velocity,2017,12.7,2155.40718,43.8214,La Silla Observatory
HD 28109 b,HD 28109,HD 28109,Transit,2022,2.199,18.496,139.611,Transiting Exoplanet Survey Satellite (TESS)
HD 28109 c,HD 28109,HD 28109,Transit,2022,4.23,7.943,139.611,Transiting Exoplanet Survey Satellite (TESS)
