pl_name,hostname,sys_name,discoverymethod,disc_year,pl_rade,pl_bmasse,sy_dist,disc_facility
HD 28109 d,HD 28109,HD 28109,Transit,2022,3.25,5.681,139.611,Transiting Exoplanet Survey Satellite (TESS)
HD 31527 b,HD 31527,HD 31527,Radial Velocity,2019,3.22,10.47,38.4473,La Silla Observatory
HD 31527 c,HD 31527,HD 31527,Radial Velocity,2019,3.85,14.16,38.4473,La Silla Observatory
HD 31527 d,HD 31527,HD 31527,Radial Velocity,2019,3.46,11.82,38.4473,La Silla Observatory
HD 33142 b,HD 33142,HD 33142,Radial Velocity,2011,13.7,400.46379,121.375,W. M. Keck Observatory
HD 33142 c,HD 33142,HD 33142,Radial Velocity,2018,13.9,282.86728,121.375,W. M. Keck Observatory
HD 33142 d,HD 33142,HD 33142,Radial Velocity,2022,9.32,63.56568,121.375,Multiple Observatories
HD 37124 b,HD 37124,HD 37124,Radial Velocity,2002,14,214.53525,31.6634,W. M. Keck Observatory
HD 37124 c,HD 37124,HD 37124,Radial Velocity,2002,14.1,207.22516,31.6634,W. M. Keck Observatory
HD 37124 d,HD 37124,HD 37124,Radial Velocity,2005,14,221.20968,31.6634,W. M. Keck Observatory
HD 39091 b,HD 39091,HD 39091,Radial Velocity,2001,12.4,3889.98524,18.2702,Anglo-Australian Telescope
HD 39194 b,HD 39194,HD 39194,Radial Velocity,2021,1.83,4,26.4131,La Silla Observatory
HD 39194 c,HD 39194,HD 39194,Radial Velocity,2021,2.39,6.3,26.4131,La Silla Observatory
HD 39194 d,HD 39194,HD 39194,Radial Velocity,2021,1.83,4,26.4131,La Silla Observatory
HD 69830 b,HD 69830,HD 69830,Radial Velocity,2006,3.17,10.2,12.5591,La Silla Observatory
HD 69830 c,HD 69830,HD 69830,Radial Velocity,2006,3.46,11.8,12.5591,La Silla Observatory
HD 69830 d,HD 69830,HD 69830,Radial Velocity,2006,4.45,18.1,12.5591,La Silla Observatory
HD 7924 b,HD 7924,HD 7924,Radial Velocity,2008,2.4,6.3566,16.9922,W. M. Keck Observatory
HD 7924 c,HD 7924,HD 7924,Radial Velocity,2015,2.72,7.86,16.9922,W. M. Keck Observatory
HD 7924 d,HD 7924,HD 7924,Radial Velocity,2015,2.42,6.44,16.9922,W. M. Keck Observatory
HD 93385 b,HD 93385,HD 93385,Radial Velocity,2021,1.88,4.2,43.3475,La Silla Observatory
HD 93385 c,HD 93385,HD 93385,Radial Velocity,2021,2.56,7.1,43.3475,La Silla Observatory
HD 93385 d,HD 93385,HD 93385,Radial Velocity,2021,2.89,8.7,43.3475,La Silla Observatory
HD 96700 b,HD 96700,HD 96700,Radial Velocity,2021,2.93,8.9,25.4111,La Silla Observatory
HD 96700 c,HD 96700,HD 96700,Radial Velocity,2021,1.69,3.5,25.4111,La Silla Observatory
HD 96700 d,HD 96700,HD 96700,Radial Velocity,2021,3.61,12.7,25.4111,La Silla Observatory
HIP 14810 b,HIP 14810,HIP 14810,Radial Velocity,2005,13,1239.537,50.48,W. M. Keck Observatory
HIP 14810 c,HIP 14810,HIP 14810,Radial Velocity,2006,13.6,416.3573,50.48,W. M. Keck Observatory
HIP 14810 d,HIP 14810,HIP 14810,Radial Velocity,2009,14.1,187.5197,50.48,W. M. Keck Observatory
HIP 57274 b,HIP 57274,HIP 57274,Radial Velocity,2011,2.4,6.3566,25.8618,W. M. Keck Observatory
HIP 57274 c,HIP 57274,HIP 57274,Radial Velocity,2011,14.2,130,25.8618,W. M. Keck Observatory
HIP 57274 d,HIP 57274,HIP 57274,Radial Velocity,2011,14.2,167.4,25.8618,W. M. Keck Observatory
K2-155 b,K2-155,K2-155,Transit,2018,1.8,3.89,72.7998,K2
K2-155 c,K2-155,K2-155,Transit,2018,2.6,7.27,72.7998,K2
K2-155 d,K2-155,K2-155,Transit,2018,1.9,4.27,72.7998,K2
K2-16 b,K2-16,K2-16,Transit,2015,2.02,4.74,334.967,K2
K2-16 c,K2-16,K2-16,Transit,2015,2.54,6.99,334.967,K2
K2-165 b,K2-165,K2-165,Transit,2018,1.274,2.17,134.591,K2
K2-165 c,K2-165,K2-165,Transit,2018,1.554,3.03,134.591,K2
K2-165 d,K2-165,K2-165,Transit,2018,2.648,7.5,134.591,K2
K2-183 b,K2-183,K2-183,Transit,2018,1.1,1.37,329.041,K2
K2-183 c,K2-183,K2-183,Transit,2018,2.3,5.9,329.041,K2
K2-183 d,K2-183,K2-183,Transit,2018,2.3,5.9,329.041,K2
K2-19 b,K2-19,K2-19,Transit,2015,7,32.4,289.827,K2
K2-19 c,K2-19,K2-19,Transit,2015,4.1,10.8,289.827,K2
K2-19 d,K2-19,K2-19,Transit,2016,1.11,10,289.827,K2
K2-198 b,K2-198,K2-198,Transit,2018,4.189,16.3,110.567,K2
K2-198 c,K2-198,K2-198,Transit,2019,1.423,2.61,110.567,K2
K2-198 d,K2-198,K2-198,Transit,2019,2.438,6.52,110.567,K2
K2-219 b,K2-219,K2-219,Transit,2018,1.348,2.38,325.4,K2
K2-219 c,K2-219,K2-219,Transit,2018,1.438,2.66,325.4,K2
K2-219 d,K2-219,K2-219,Transit,2018,2.576,7.16,325.4,K2
K2-233 b,K2-233,K2-233,Transit,2018,1.343,11.26,67.5062,K2
K2-233 c,K2-233,K2-233,Transit,2018,1.281,12.81,67.5062,K2
K2-233 d,K2-233,K2-233,Transit,2018,2.358,21.14,67.5062,K2
K2-239 b,K2-239,K2-239,Transit,2018,1.1,1.37,31.0849,K2
K2-239 c,K2-239,K2-239,Transit,2018,1,0.972,31.0849,K2
K2-239 d,K2-239,K2-239,Transit,2018,1.1,1.37,31.0849,K2
K2-3 b,K2-3,K2-3,Transit,2015,1.98,6.48,44.0727,K2
K2-3 c,K2-3,K2-3,Transit,2015,1.56,2.14,44.0727,K2
K2-3 d,K2-3,K2-3,Transit,2015,1.53,2.80007,44.0727,K2
K2-352 b,K2-352,K2-352,Transit,2021,1.37,2.45,176.051,K2
K2-352 c,K2-352,K2-352,Transit,2018,1.92,4.35,176.051,K2
K2-352 d,K2-352,K2-352,Transit,2018,2.23,5.6,176.051,K2
K2-368 b,K2-368,K2-368,Transit,2022,1.332,2.34,206.608,K2
K2-368 c,K2-368,K2-368,Transit,2022,1.361,2.42,206.608,K2
K2-368 d,K2-368,K2-368,Transit,2022,1.948,4.45,206.608,K2
K2-37 b,K2-37,K2-37,Transit,2016,1.61,3.22,179.943,K2
K2-37 c,K2-37,K2-37,Transit,2016,2.75,8,179.943,K2
K2-37 d,K2-37,K2-37,Transit,2016,2.73,7.9,179.943,K2
K2-381 b,K2-381,K2-381,Transit,2022,1.075,1.26,145.701,K2
K2-381 c,K2-381,K2-381,Transit,2022,2,4.66,145.701,K2
K2-381 d,K2-381,K2-381,Transit,2022,1.689,3.5,145.701,K2
K2-58 b,K2-58,K2-58,Transit,2016,2.68,7.65,181.746,K2
K2-58 c,K2-58,K2-58,Transit,2016,1.62,3.26,181.746,K2
K2-58 d,K2-58,K2-58,Transit,2016,1.71,3.57,181.746,K2
K2-80 b,K2-80,K2-80,Transit,2016,2.01,4.7,200.802,K2
K2-80 c,K2-80,K2-80,Transit,2016,1.47,2.76,200.802,K2
K2-80 d,K2-80,K2-80,Transit,2018,2.552,7.04,200.802,K2
KIC 10001893 b,KIC 10001893,KIC 10001893,Orbital Brightness Modulation,2014,,,1672.94,Kepler
KIC 10001893 c,KIC 10001893,KIC 10001893,Orbital Brightness Modulation,2014,,,1672.94,Kepler
KIC 10001893 d,KIC 10001893,KIC 10001893,Orbital Brightness Modulation,2014,,,1672.94,Kepler
KIC 8540376 b,KOI-7892,KOI-7892,Transit,2015,4.1,15.8,1072.3,Kepler
KIC 8540376 c,KOI-7892,KOI-7892,Transit,2015,2.4,6.35,1072.3,Kepler
KOI-142 b,KOI-142,KOI-142,Transit,2013,3.438,9.5,376.863,Kepler
KOI-142 c,KOI-142,KOI-142,Transit,2013,14,214.1,376.863,Kepler
KOI-1833 d,Kepler-968,Kepler-968,Transit,2021,2.58,11.02,290.324,Kepler
Kepler-100 b,Kepler-100,Kepler-100,Transit,2014,1.32,7.34,304.645,Kepler
Kepler-100 c,Kepler-100,Kepler-100,Transit,2014,2.2,7.05,304.645,Kepler
Kepler-100 d,Kepler-100,Kepler-100,Transit,2014,1.61,3,304.645,Kepler
Kepler-1073 b,Kepler-1073,Kepler-1073,Transit,2016,2.3,5.9,809.897,Kepler
Kepler-1073 c,Kepler-1073,Kepler-1073,Transit,2016,1.64,3.33,809.897,Kepler
Kepler-1073 d,Kepler-1073,Kepler-1073,Transit,2021,1.488,2.82,809.897,Kepler
Kepler-114 b,Kepler-114,Kepler-114,Transit,2014,1.26,6.8,259.533,Kepler
Kepler-114 c,Kepler-114,Kepler-114,Transit,2013,1.6,2.8,259.533,Kepler
Kepler-114 d,Kepler-114,Kepler-114,Transit,2013,2.53,3.9,259.533,Kepler
Kepler-124 b,Kepler-124,Kepler-124,Transit,2014,0.73,0.315,420.046,Kepler
Kepler-124 c,Kepler-124,Kepler-124,Transit,2014,1.75,3.71,420.046,Kepler
Kepler-124 d,Kepler-124,Kepler-124,Transit,2014,1.11,1.41,420.046,Kepler
Kepler-1254 b,Kepler-1254,Kepler-1254,Transit,2016,1.55,3.02,622.818,Kepler
Kepler-1254 c,Kepler-1254,Kepler-1254,Transit,2016,1.3,2.24,622.818,Kepler
Kepler-1254 d,Kepler-1254,Kepler-1254,Transit,2016,1.31,2.27,622.818,Kepler
Kepler-126 b,Kepler-126,Kepler-126,Transit,2014,1.52,2.92,237.401,Kepler
Kepler-126 c,Kepler-126,Kepler-126,Transit,2014,1.58,3.12,237.401,Kepler
Kepler-126 d,Kepler-126,Kepler-126,Transit,2014,2.5,6.8,237.401,Kepler
Kepler-127 b,Kepler-127,Kepler-127,Transit,2014,1.4,2.54,352.794,Kepler
Kepler-127 c,Kepler-127,Kepler-127,Transit,2014,2.66,7.56,352.794,Kepler
Kepler-127 d,Kepler-127,Kepler-127,Transit,2014,2.64,7.46,352.794,Kepler
Kepler-129 b,Kepler-129,Kepler-129,Transit,2014,2.4,20,408.845,Kepler
Kepler-129 c,Kepler-129,Kepler-129,Transit,2014,2.52,43,408.845,Kepler
Kepler-129 d,Kepler-129,Kepler-129,Radial Velocity,2021,12.6,2637.97578,408.845,W. M. Keck Observatory
Kepler-1311 b,Kepler-1311,Kepler-1311,Transit,2016,1.24,2.07,866.331,Kepler
Kepler-1311 c,Kepler-1311,Kepler-1311,Transit,2016,1.22,1.98,866.331,Kepler
Kepler-1311 d,Kepler-1311,Kepler-1311,Transit,2021,9.658,67.5,866.331,Kepler
Kepler-1321 b,Kepler-1321,Kepler-1321,Transit,2016,4.92,21.5,769.146,Kepler
Kepler-1321 c,Kepler-1321,Kepler-1321,Transit,2016,2.4,6.35,769.146,Kepler
Kepler-1321 d,Kepler-1321,Kepler-1321,Transit,2021,2.628,7.41,769.146,Kepler
Kepler-142 b,Kepler-142,Kepler-142,Transit,2014,1.99,4.62,548.686,Kepler
Kepler-142 c,Kepler-142,Kepler-142,Transit,2014,2.86,8.55,548.686,Kepler
Kepler-142 d,Kepler-142,Kepler-142,Transit,2014,2.16,5.31,548.686,Kepler
Kepler-1468 b,Kepler-1468,Kepler-1468,Transit,2016,1.73,3.64,1899.24,Kepler
Kepler-1468 c,Kepler-1468,Kepler-1468,Transit,2016,1.15,1.6,1899.24,Kepler
Kepler-1468 d,Kepler-1468,Kepler-1468,Transit,2021,3.332,11.1,1899.24,Kepler
Kepler-148 b,Kepler-148,Kepler-148,Transit,2014,1.8,3.89,791.163,Kepler
Kepler-148 c,Kepler-148,Kepler-148,Transit,2014,3.6,12.6,791.163,Kepler
Kepler-148 d,Kepler-148,Kepler-148,Transit,2016,8.68,56.3,791.163,Kepler
Kepler-149 b,Kepler-149,Kepler-149,Transit,2014,4.21,16.5,571.034,Kepler
Kepler-149 c,Kepler-149,Kepler-149,Transit,2014,1.61,3.22,571.034,Kepler
Kepler-149 d,Kepler-149,Kepler-149,Transit,2014,3.96,14.9,571.034,Kepler
Kepler-1530 b,Kepler-1530,Kepler-1530,Transit,2016,1.64,3.33,489.876,Kepler
Kepler-1530 c,Kepler-1530,Kepler-1530,Transit,2016,1.65,3.36,489.876,Kepler
Kepler-1530 d,Kepler-1530,Kepler-1530,Transit,2021,3.279,10.8,489.876,Kepler
Kepler-157 b,Kepler-157,Kepler-157,Transit,2014,1.32,2.3,773.713,Kepler
Kepler-157 c,Kepler-157,Kepler-157,Transit,2014,2.24,5.65,773.713,Kepler
Kepler-157 d,Kepler-157,Kepler-157,Transit,2016,1.46,2.73,773.713,Kepler
Kepler-160 b,Kepler-160,Kepler-160,Transit,2014,1.715,3.59,937.013,Kepler
Kepler-160 c,Kepler-160,Kepler-160,Transit,2014,3.76,13.6,937.013,Kepler
Kepler-160 d,Kepler-160,Kepler-160,Transit Timing Variations,2020,,100,937.013,Kepler
Kepler-164 b,Kepler-164,Kepler-164,Transit,2014,1.41,2.57,890.758,Kepler
Kepler-164 c,Kepler-164,Kepler-164,Transit,2014,2.73,7.9,890.758,Kepler
Kepler-164 d,Kepler-164,Kepler-164,Transit,2014,2.45,6.57,890.758,Kepler
Kepler-166 b,Kepler-166,Kepler-166,Transit,2014,2.27,5.77,603.53,Kepler
Kepler-166 c,Kepler-166,Kepler-166,Transit,2014,2.38,6.26,603.53,Kepler
Kepler-166 d,Kepler-166,Kepler-166,Transit,2016,1.73,3.64,603.53,Kepler
Kepler-171 b,Kepler-171,Kepler-171,Transit,2014,2.34,6.08,863.855,Kepler
Kepler-171 c,Kepler-171,Kepler-171,Transit,2014,2.56,7.08,863.855,Kepler
Kepler-171 d,Kepler-171,Kepler-171,Transit,2014,1.89,4.23,863.855,Kepler
Kepler-174 b,Kepler-174,Kepler-174,Transit,2014,1.96,4.5,384.757,Kepler
Kepler-174 c,Kepler-174,Kepler-174,Transit,2014,1.49,2.83,384.757,Kepler
Kepler-174 d,Kepler-174,Kepler-174,Transit,2014,2.19,5.43,384.757,Kepler
Kepler-178 b,Kepler-178,Kepler-178,Transit,2014,2.9,8.75,716.025,Kepler
Kepler-178 c,Kepler-178,Kepler-178,Transit,2014,2.88,8.65,716.025,Kepler
Kepler-178 d,Kepler-178,Kepler-178,Transit,2014,3.95,14.8,716.025,Kepler
Kepler-18 b,Kepler-18,Kepler-18,Transit,2011,2,6.9,433.047,Kepler
Kepler-18 c,Kepler-18,Kepler-18,Transit,2011,5.49,17.3,433.047,Kepler
Kepler-18 d,Kepler-18,Kepler-18,Transit,2011,6.98,16.4,433.047,Kepler
Kepler-184 b,Kepler-184,Kepler-184,Transit,2014,2.36,6.17,610.326,Kepler
Kepler-184 c,Kepler-184,Kepler-184,Transit,2014,1.97,8.8,610.326,Kepler
Kepler-184 d,Kepler-184,Kepler-184,Transit,2014,2.49,6.76,610.326,Kepler
Kepler-19 b,Kepler-19,Kepler-19,Transit,2011,2.209,8.4,218.562,Kepler
Kepler-19 c,Kepler-19,Kepler-19,Transit Timing Variations,2011,3.68,13.1,218.562,Kepler
Kepler-19 d,Kepler-19,Kepler-19,Radial Velocity,2017,5.06,22.5,218.562,Roque de los Muchachos Observatory
Kepler-191 b,Kepler-191,Kepler-191,Transit,2014,1.34,2.36,594.464,Kepler
Kepler-191 c,Kepler-191,Kepler-191,Transit,2014,1.86,4.12,594.464,Kepler
Kepler-191 d,Kepler-191,Kepler-191,Transit,2016,2.28,5.82,594.464,Kepler
Kepler-192 b,Kepler-192,Kepler-192,Transit,2014,2.74,7.95,651.674,Kepler
Kepler-192 c,Kepler-192,Kepler-192,Transit,2014,2.79,8.2,651.674,Kepler
Kepler-192 d,Kepler-192,Kepler-192,Transit,2016,1.02,1.04,651.674,Kepler
Kepler-194 b,Kepler-194,Kepler-194,Transit,2014,1.51,2.89,1097.97,Kepler
Kepler-194 c,Kepler-194,Kepler-194,Transit,2014,2.59,7.22,1097.97,Kepler
Kepler-194 d,Kepler-194,Kepler-194,Transit,2014,2.4,6.35,1097.97,Kepler
Kepler-196 b,Kepler-196,Kepler-196,Transit,2014,1.9,4.27,451.312,Kepler
Kepler-196 c,Kepler-196,Kepler-196,Transit,2014,2.24,5.65,451.312,Kepler
Kepler-196 d,Kepler-196,Kepler-196,Transit,2021,2.661,7.56,451.312,Kepler
Kepler-198 b,Kepler-198,Kepler-198,Transit,2014,2.82,8.35,495.358,Kepler
Kepler-198 c,Kepler-198,Kepler-198,Transit,2014,2.47,6.66,495.358,Kepler
Kepler-198 d,Kepler-198,Kepler-198,Transit,2016,1.53,2.96,495.358,Kepler
Kepler-203 b,Kepler-203,Kepler-203,Transit,2014,2.57,7.13,703.302,Kepler
Kepler-203 c,Kepler-203,Kepler-203,Transit,2014,2.47,749.9,703.302,Kepler
Kepler-203 d,Kepler-203,Kepler-203,Transit,2014,1.44,33.9,703.302,Kepler
Kepler-206 b,Kepler-206,Kepler-206,Transit,2014,1.2,1.87,594.447,Kepler
Kepler-206 c,Kepler-206,Kepler-206,Transit,2014,1.77,3.78,594.447,Kepler
Kepler-206 d,Kepler-206,Kepler-206,Transit,2014,1.19,1.81,594.447,Kepler
Kepler-207 b,Kepler-207,Kepler-207,Transit,2014,1.57,3.09,875.519,Kepler
Kepler-207 c,Kepler-207,Kepler-207,Transit,2014,1.5,2.86,875.519,Kepler
Kepler-207 d,Kepler-207,Kepler-207,Transit,2014,3.31,11,875.519,Kepler
Kepler-217 b,Kepler-217,Kepler-217,Transit,2014,2.23,5.6,1104.64,Kepler
Kepler-217 c,Kepler-217,Kepler-217,Transit,2014,1.85,4.08,1104.64,Kepler
Kepler-217 d,Kepler-217,Kepler-217,Transit,2016,1.32,2.3,1104.64,Kepler
Kepler-218 b,Kepler-218,Kepler-218,Transit,2014,1.48,2.79,656.38,Kepler
Kepler-218 c,Kepler-218,Kepler-218,Transit,2014,3.14,10,656.38,Kepler
Kepler-218 d,Kepler-218,Kepler-218,Transit,2016,2.66,7.56,656.38,Kepler
Kepler-219 b,Kepler-219,Kepler-219,Transit,2014,2.95,9.01,787.07,Kepler
Kepler-219 c,Kepler-219,Kepler-219,Transit,2014,3.58,12.5,787.07,Kepler
Kepler-219 d,Kepler-219,Kepler-219,Transit,2014,2.81,19.1,787.07,Kepler
Kepler-222 b,Kepler-222,Kepler-222,Transit,2014,3.16,10.1,758.854,Kepler
Kepler-222 c,Kepler-222,Kepler-222,Transit,2014,4.64,19.4,758.854,Kepler
Kepler-222 d,Kepler-222,Kepler-222,Transit,2014,3.69,13.2,758.854,Kepler
Kepler-226 b,Kepler-226,Kepler-226,Transit,2014,1.55,24,980.138,Kepler
Kepler-226 c,Kepler-226,Kepler-226,Transit,2014,2.27,45.2,980.138,Kepler
Kepler-226 d,Kepler-226,Kepler-226,Transit,2014,1.22,1.98,980.138,Kepler
Kepler-228 b,Kepler-228,Kepler-228,Transit,2014,1.53,2.96,1644.61,Kepler
Kepler-228 c,Kepler-228,Kepler-228,Transit,2014,2.7,7.75,1644.61,Kepler
Kepler-228 d,Kepler-228,Kepler-228,Transit,2014,4.04,15.4,1644.61,Kepler
Kepler-229 b,Kepler-229,Kepler-229,Transit,2014,2.2,5.48,826.265,Kepler
Kepler-229 c,Kepler-229,Kepler-229,Transit,2014,4.92,21.5,826.265,Kepler
Kepler-229 d,Kepler-229,Kepler-229,Transit,2014,3.85,14.2,826.265,Kepler
Kepler-23 b,Kepler-23,Kepler-23,Transit,2011,1.9,254.3,835.756,Kepler
Kepler-23 c,Kepler-23,Kepler-23,Transit,2011,3.2,858.1,835.756,Kepler
Kepler-23 d,Kepler-23,Kepler-23,Transit,2014,2.2,17.6,835.756,Kepler
Kepler-244 b,Kepler-244,Kepler-244,Transit,2014,2.76,8.05,1036.49,Kepler
Kepler-244 c,Kepler-244,Kepler-244,Transit,2014,2.05,4.86,1036.49,Kepler
Kepler-244 d,Kepler-244,Kepler-244,Transit,2014,2.31,15.2,1036.49,Kepler
Kepler-247 b,Kepler-247,Kepler-247,Transit,2014,1.64,3.33,663.711,Kepler
Kepler-247 c,Kepler-247,Kepler-247,Transit,2014,4.09,15.7,663.711,Kepler
Kepler-247 d,Kepler-247,Kepler-247,Transit,2014,3.94,14.7,663.711,Kepler
Kepler-249 b,Kepler-249,Kepler-249,Transit,2014,1.09,1.32,190.401,Kepler
Kepler-249 c,Kepler-249,Kepler-249,Transit,2014,1.51,2.89,190.401,Kepler
Kepler-249 d,Kepler-249,Kepler-249,Transit,2014,1.57,3.09,190.401,Kepler
Kepler-250 b,Kepler-250,Kepler-250,Transit,2014,1.13,1.51,760.585,Kepler
Kepler-250 c,Kepler-250,Kepler-250,Transit,2014,2.28,5.82,760.585,Kepler
Kepler-250 d,Kepler-250,Kepler-250,Transit,2014,2.18,5.39,760.585,Kepler
Kepler-253 b,Kepler-253,Kepler-253,Transit,2014,1.63,3.29,838.595,Kepler
Kepler-253 c,Kepler-253,Kepler-253,Transit,2014,2.65,7.51,838.595,Kepler
Kepler-253 d,Kepler-253,Kepler-253,Transit,2014,3.17,10.2,838.595,Kepler
Kepler-254 b,Kepler-254,Kepler-254,Transit,2014,3.87,14.3,1389.48,Kepler
Kepler-254 c,Kepler-254,Kepler-254,Transit,2014,2.15,3.2,1389.48,Kepler
Kepler-254 d,Kepler-254,Kepler-254,Transit,2014,2.5,6.8,1389.48,Kepler
Kepler-255 b,Kepler-255,Kepler-255,Transit,2014,1.55,3.02,1052.53,Kepler
Kepler-255 c,Kepler-255,Kepler-255,Transit,2014,2.99,9.22,1052.53,Kepler
Kepler-255 d,Kepler-255,Kepler-255,Transit,2016,1.32,2.3,1052.53,Kepler
Kepler-257 b,Kepler-257,Kepler-257,Transit,2014,2.61,7.32,780.256,Kepler
Kepler-257 c,Kepler-257,Kepler-257,Transit,2014,5.41,25.2,780.256,Kepler
Kepler-257 d,Kepler-257,Kepler-257,Transit,2014,4.95,21.7,780.256,Kepler
Kepler-267 b,Kepler-267,Kepler-267,Transit,2014,1.98,37.9,264.993,Kepler
Kepler-267 c,Kepler-267,Kepler-267,Transit,2014,2.13,5.18,264.993,Kepler
Kepler-267 d,Kepler-267,Kepler-267,Transit,2014,2.27,5.77,264.993,Kepler
Kepler-27 b,Kepler-27,Kepler-27,Transit,2011,4,2895.31,1044.36,Kepler
Kepler-27 c,Kepler-27,Kepler-27,Transit,2011,4.9,4385.87,1044.36,Kepler
Kepler-27 d,Kepler-27,Kepler-27,Transit,2021,2.706,7.78,1044.36,Kepler
Kepler-271 b,Kepler-271,Kepler-271,Transit,2014,1.23,2.04,404.542,Kepler
Kepler-271 c,Kepler-271,Kepler-271,Transit,2014,0.95,0.809,404.542,Kepler
Kepler-271 d,Kepler-271,Kepler-271,Transit,2016,0.66,0.219,404.542,Kepler
Kepler-272 b,Kepler-272,Kepler-272,Transit,2014,1.43,78,889.608,Kepler
Kepler-272 c,Kepler-272,Kepler-272,Transit,2014,1.79,97.8,889.608,Kepler
Kepler-272 d,Kepler-272,Kepler-272,Transit,2014,2.25,5.69,889.608,Kepler
Kepler-275 b,Kepler-275,Kepler-275,Transit,2014,2.34,6.08,2034.25,Kepler
Kepler-275 c,Kepler-275,Kepler-275,Transit,2014,3.38,11.4,2034.25,Kepler
Kepler-275 d,Kepler-275,Kepler-275,Transit,2014,3.33,11.1,2034.25,Kepler
Kepler-276 b,Kepler-276,Kepler-276,Transit,2014,2.87,8.6,1144.86,Kepler
Kepler-276 c,Kepler-276,Kepler-276,Transit,2013,2.9,16.6,1144.86,Kepler
Kepler-276 d,Kepler-276,Kepler-276,Transit,2013,2.8,16.3,1144.86,Kepler
Kepler-279 b,Kepler-279,Kepler-279,Transit,2014,3.62,12.8,1037.4,Kepler
Kepler-279 c,Kepler-279,Kepler-279,Transit,2013,4.3,49.4,1037.4,Kepler
Kepler-279 d,Kepler-279,Kepler-279,Transit,2013,3.1,37.5,1037.4,Kepler
Kepler-281 b,Kepler-281,Kepler-281,Transit,2014,2.82,8.35,1745.45,Kepler
Kepler-281 c,Kepler-281,Kepler-281,Transit,2014,5.31,24.4,1745.45,Kepler
Kepler-281 d,Kepler-281,Kepler-281,Transit,2021,5.937,29.5,1745.45,Kepler
Kepler-288 b,Kepler-288,Kepler-288,Transit,2014,1.67,3.43,1194.15,Kepler
Kepler-288 c,Kepler-288,Kepler-288,Transit,2014,2.85,8.5,1194.15,Kepler
Kepler-288 d,Kepler-288,Kepler-288,Transit,2014,2.67,7.61,1194.15,Kepler
Kepler-289 b,Kepler-289,Kepler-289,Transit,2014,2.15,7.3,704.438,Kepler
Kepler-289 c,Kepler-289,Kepler-289,Transit,2014,11.59,132,704.438,Kepler
Kepler-289 d,Kepler-289,Kepler-289,Transit,2014,2.68,4,704.438,Kepler
Kepler-295 b,Kepler-295,Kepler-295,Transit,2014,1.22,1.98,1699.19,Kepler
Kepler-295 c,Kepler-295,Kepler-295,Transit,2014,1.17,1.71,1699.19,Kepler
Kepler-295 d,Kepler-295,Kepler-295,Transit,2014,1.36,2.42,1699.19,Kepler
Kepler-298 b,Kepler-298,Kepler-298,Transit,2014,1.96,4.5,518.204,Kepler
Kepler-298 c,Kepler-298,Kepler-298,Transit,2014,1.93,4.38,518.204,Kepler
Kepler-298 d,Kepler-298,Kepler-298,Transit,2014,2.5,6.8,518.204,Kepler
Kepler-30 b,Kepler-30,Kepler-30,Transit,2012,3.9,11.3,914.221,Kepler
Kepler-30 c,Kepler-30,Kepler-30,Transit,2012,12.3,640,914.221,Kepler
Kepler-30 d,Kepler-30,Kepler-30,Transit,2012,8.8,23.1,914.221,Kepler
Kepler-301 b,Kepler-301,Kepler-301,Transit,2014,1.35,2.39,719.166,Kepler
Kepler-301 c,Kepler-301,Kepler-301,Transit,2014,1.35,2.39,719.166,Kepler
Kepler-301 d,Kepler-301,Kepler-301,Transit,2014,1.75,3.71,719.166,Kepler
Kepler-31 b,Kepler-31,Kepler-31,Transit,2011,5.5,25.9,1664.64,Kepler
Kepler-31 c,Kepler-31,Kepler-31,Transit,2011,5.3,1493.7,1664.64,Kepler
Kepler-31 d,Kepler-31,Kepler-31,Transit,2014,3.9,2161.244,1664.64,Kepler
Kepler-310 b,Kepler-310,Kepler-310,Transit,2014,1.19,1.81,602.268,Kepler
Kepler-310 c,Kepler-310,Kepler-310,Transit,2014,3.38,11.4,602.268,Kepler
Kepler-310 d,Kepler-310,Kepler-310,Transit,2014,2.47,7,602.268,Kepler
Kepler-319 b,Kepler-319,Kepler-319,Transit,2014,1.63,3.29,503.436,Kepler
Kepler-319 c,Kepler-319,Kepler-319,Transit,2014,2.63,7.41,503.436,Kepler
Kepler-319 d,Kepler-319,Kepler-319,Transit,2014,2.29,5.86,503.436,Kepler
Kepler-325 b,Kepler-325,Kepler-325,Transit,2014,2.91,8.8,823.242,Kepler
Kepler-325 c,Kepler-325,Kepler-325,Transit,2014,2.54,6.99,823.242,Kepler
Kepler-325 d,Kepler-325,Kepler-325,Transit,2014,2.79,8.2,823.242,Kepler
Kepler-326 b,Kepler-326,Kepler-326,Transit,2014,1.52,44.6,487.675,Kepler
Kepler-326 c,Kepler-326,Kepler-326,Transit,2014,1.4,17.4,487.675,Kepler
Kepler-326 d,Kepler-326,Kepler-326,Transit,2014,1.21,6.9,487.675,Kepler
Kepler-327 b,Kepler-327,Kepler-327,Transit,2014,1.11,1.41,241.987,Kepler
Kepler-327 c,Kepler-327,Kepler-327,Transit,2014,1.03,20.3,241.987,Kepler
Kepler-327 d,Kepler-327,Kepler-327,Transit,2014,1.73,3.64,241.987,Kepler
Kepler-331 b,Kepler-331,Kepler-331,Transit,2014,1.82,3.97,580.119,Kepler
Kepler-331 c,Kepler-331,Kepler-331,Transit,2014,1.84,4.04,580.119,Kepler
